Id,Title,Sub Title,Image,Type,Teaser,Content,Web Status,Admin Status,Department,Vendor,Variant Title,SKU,UPC Code,Cost of Good,Price,Compare Price,Has Inventory,Inventory Policy,Has Shipping,Tax Type,Weight,Security,SEO Title,SEO Description,Slug,Created At,Updated At
33398bc3-5e1c-4660-b34f-c2467592ba4a,Pét Nat Weisser Riesling 2023,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-pet-nat-weisser-riesling-2023-1712233351195.webp,Wine,"This wine smells like a soft spring day in the Cape mountains. Aromas of fresh green apple, white peach, and fragrant blossoms dominate.","<p><span data-contrast=""none"">Despite its recent surge in popularity, P&eacute;tillant Naturel wines are far from a new fad. This sparkler, dates back pre-Champagne, where the wine is bottled prior to fully completing its first fermentation, allowing carbon dioxide to be produced in the enclosed bottle by the natural sugars found in the grapes.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:240,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">Only, it isn&rsquo;t actually P&eacute;tillant Naturel this time. While the method of production is exactly the same, the wine ended up with more bubbles, and therefore is classed as a M&eacute;thode Ancestrale instead. But we&rsquo;ve got used to saying Pet Nat, so we&rsquo;ll stick to that name for now.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559740&quot;:259}""><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">The Upper Hemel-</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SpellingErrorV2Themed TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">en</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">-Aarde valley 2023 vintage will be remembered for the search for picking wi</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">ndows in a wet season. </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">Overall yields were </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">down</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8""> compared with the </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">previ</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">ous</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">, above-average crop, influenced</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8""> by </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">uneven budding</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8""> as well as late-season rot</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">. The inclement weather </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">notwithstanding</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">, the valley&rsquo;s flagship cultivars</span></span></span></span> <span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SpellingErrorV2Themed TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">are</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SpellingErrorV2Themed TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">of</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8""> outstanding quality with expectations of balanced wines with low alcohols, good </span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8"">acidity</span></span></span></span><span class=""TrackChangeTextInsertion TrackedChange TrackChangeHoverSelectColorRed SCXW217965343 BCX8""><span class=""TrackedChange SCXW217965343 BCX8""><span class=""TextRun SCXW217965343 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun TrackChangeHoverSelectHighlightRed SCXW217965343 BCX8""> and high aromatic potential.</span></span></span></span></span></p>
<p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559740&quot;:259}""><span class=""TextRun SCXW10651668 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW10651668 BCX8"">This wine smells like a soft spring day in the Cape mountains.</span></span> <span class=""TrackChangeTextInsertion TrackedChange SCXW10651668 BCX8""><span class=""TextRun SCXW10651668 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW10651668 BCX8"">Aromas of fresh green apple, white peach, and fragrant blossoms dominate</span></span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW10651668 BCX8""><span class=""TextRun SCXW10651668 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW10651668 BCX8"">. <span class=""TextRun Highlight SCXW56570500 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW56570500 BCX8"">On the palate, the wine calls to mind honeyed pears with herbal notes and a floral minerality.</span></span></span></span></span></span></p>
<p><strong>VARIETAL: </strong>100% Weisser Riesling<strong>&nbsp;</strong></p>",Available,Available,,,750ml,METWER23,,45.00,195.00,,,Back Order,1,Wine,0,Public,Pét Nat Weisser Riesling 2023,"Despite its recent surge in popularity, P&eacute;tillant Naturel wines are far from a new fad. This sparkler, dates back pre-Champagne, where the wine is...",p-t-nat-weisser-riesling-2023,2023-11-22 10:39:22,2024-04-04 14:22:42
3539d38c-0dfc-49a1-a31a-0c28c4933a53,Family Favourites 6 September Shipment,,https://images.commerce7.com/bosman-family-vineyards/images/original/2-1685524597177.jpg,Bundle,,,Available,Available,,,6 Bottle Selection,FAMFAV,,,850.00,,,Back Order,,Not Taxable,0,Public,Family Favourites 6 September Shipment,,family-favourites-6-shipment-,2023-05-31 11:19:09,2023-08-28 15:07:04
39f61caa-04d2-4b4d-8c8d-dd298aeeecf4,Sparkling water,Sparkling water,,General Merchandise,,,Available,Available,,,660ml Sparkling water,WATER660MLSPARK,,11.00,35.00,,,Back Order,1,General Merchandise,0.5,Public,Sparkling water,,sparkling-water,2024-01-31 13:09:19,2024-03-19 11:40:26
3c2522e2-203b-488c-887b-23a7fa45fb11,Upper Hemel-en-Aarde Quintet 2022 | Limited Edition,NEW RELEASE!,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-upper-hemel-en-aarde-quintet-2022-1712233529527.webp,Wine,"This red blend expresses the unique combination of the natural elements the vineyards are planted in: elegant flavours of plums and black currants are balanced by sweet, smoky spice and savoury tannins.","<p>As passionate winegrowers we love to experiment, try something new, perhaps vinify a small batch of grapes separately, just to see how it turns out. Often, these little trials turn into something surprisingly special that deserves to be shared with fellow wine lovers.</p>
<p>In 2000 the family acquired a vineyard in the Upper Hemel-en-Aarde Valley which would supplement their offering with cool climate grapes. Here the vineyards are planted between fields of indigenous &lsquo;fynbos&rsquo; and the sea. Ideal soil types combine with cooling sea breezes to create terroir rivalling the world's best; and resulting in wines with minerality, elegance, vivacity and finesse.</p>
<p>This red blend expresses the unique combination of the natural elements the vineyards are planted in: elegant flavours of plums and black currants are balanced by sweet, smoky spice and savoury tannins.</p>
<p>Quintet: a group of five people playing music or singing together.</p>
<p><strong>VARIETAL:&nbsp;</strong>32% Merlot , 21% Cabernet Sauvignon, 19% Malbec, 16% Cabernet Franc, 12% Petit Verdot.</p>
<p><a href=""https://bosmanwines.com/wp-content/uploads/2024/02/FactSheet_UHA_Quintet_2022.pdf"">Upper Hemel-en-Aarde Quintet 2022 Tasting Note</a></p>",Available,Available,,,750ml,WCLRED22,,45.00,375.00,,,Back Order,1,Wine,0,Public,Upper Hemel-en-Aarde Quintet 2022 | Limited Edition,"As passionate winegrowers we love to experiment, try something new, perhaps vinify a small batch of grapes separately, just to see how it turns out. Often,...",upper-hemel-en-aarde-quintet-2022-wine-club-selection,2024-02-14 15:52:30,2024-04-04 14:25:39
3cd01529-19ca-43a4-8cc3-a515e3854263,Upper Hemel-en-Aarde Pinot Noir 2022,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-upper-hemel-en-aarde-pinot-noir-2022-1712233476179.webp,Wine,"Medium bodied palate where soft tannins contribute to a fine structure. A balanced wine with a lingering, memorable finish.","<p><span class=""NormalTextRun SCXW105467179 BCX8"">A finely balanced medium-bodied wine best served slightly chilled with cured meats or seared tuna.</span></p>
<p><span class=""NormalTextRun SCXW105467179 BCX8"">Vibrant </span><span class=""NormalTextRun SCXW105467179 BCX8"">purple</span><span class=""NormalTextRun SCXW105467179 BCX8""> heart with </span><span class=""NormalTextRun SCXW105467179 BCX8"">cerise</span><span class=""NormalTextRun SCXW105467179 BCX8""> rim. </span><span data-contrast=""auto"">Rich, bright fresh berries, a slight earthiness and subtle spicy notes. </span><span data-contrast=""auto"">Medium </span><span data-contrast=""auto"">bodied palate where soft tannins contribute to a fine structure. A balanced wine with a lingering, memorable finish.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><strong> <span class=""TextRun SCXW109223911 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW109223911 BCX8"">VARIETAL:</span></span></strong><span class=""TextRun SCXW109223911 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW109223911 BCX8""> 100% Pinot Noir.</span></span><span class=""EOP SCXW109223911 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></span></p>
<p><a href=""https://bosmanwines.com/wp-content/uploads/2023/03/Fact-Sheet-Upper-Hemel-en-Aarde-PinotNoir-2022.pdf"">Upper Hemel-en-Aarde Pinot Noir 2022 Tasting Note </a></p>
<p>&nbsp;</p>",Available,Available,,,750ml,UHAPNN22,,50.76,270.00,,,Back Order,1,Wine,0,Public,Upper Hemel-en-Aarde Pinot Noir 2022,"A finely balanced medium-bodied wine best served slightly chilled with cured meats or seared tuna.
Vibrant purple heart with cerise rim. Rich, bright fresh...",upper-hemel-en-aarde-pinot-noir-2022,2023-03-27 14:33:30,2024-04-04 14:24:46
3e492520-ec24-4a62-9aef-1d6b298dd6bd,Strawberry Parfait,strawberry parfait,,General Merchandise,,,Not Available,Available,,,Strawberry parfait,STRAWPARFAIT,,14.00,70.00,,,Back Order,1,General Merchandise,0.1,Public,Strawberry Parfait,,strawberry-parfait,2024-01-31 14:23:17,2024-01-31 14:23:17
40b299f5-1f1a-4ff6-b364-8f4569b76ac8,Erfenis 2011,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-erfenis-2011-1712217009930.jpg,Wine,,,Available,Available,,,750ml,ERF2011,,60.00,975.00,,,Back Order,1,Wine,0,Public,Erfenis 2011,,erfenis-2011,2024-04-04 09:36:45,2024-04-04 09:58:34
41afe5a1-809a-44e6-8911-5fdb82ed37c5,Robust Reds,SPECIAL PRICE R2080 | SAVE R375,https://images.commerce7.com/bosman-family-vineyards/images/original/img_4587-1683813242624.jpg,Bundle,,"<p>This selection was handpicked by our very own winemaker and consists of 12 beautiful red wines perfect for winter.&nbsp;</p>
<p>Includes free delivery to your home and office.</p>
<p>2x Generation 8 Cabernet Sauvignon 2022 | R190</p>
<p>2x Generation 8 Shiraz 2022 | R190</p>
<p>1x Twyfeling Cinsaut 2020 | R270</p>
<p>2x Upper Hemel-en-Aarde Pinot Noir 2022 | R500</p>
<p>2x Adama Red 2021 | R390</p>
<p>1x Bosman Cabernet Sauvignon 2016 | R275</p>
<p>2x Nero D'Avola 2019 | R640</p>
<p>SPECIAL PRICE R2080 | SAVE R375</p>",Not Available,Available,,,12 bottle selection,ROBRED12,,,2080.00,,,Back Order,,Not Taxable,0,Public,Robust Reds,"This selection was handpicked by our very own winemaker and consists of 12 beautiful red wines perfect for winter. 
Includes free delivery to your home and...",robust-reds,2023-05-08 10:55:34,2023-09-04 11:53:08
445b9418-340c-49ea-ba89-75ea725fb62c,Bosman Cabernet Sauvignon,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-cabernet-sauvignon-2011-1712233836659.jpg,Wine,,,Available,Available,,,Bosman Cabernet Sauvignon 2011,BOSCAB11,,60.00,600.00,,,Back Order,1,Wine,0,Public,Bosman Cabernet Sauvignon,,bosman-cabernet-sauvignon,2024-04-04 09:34:15,2024-04-04 14:30:51
4542da33-1bd1-4494-a8db-4ae7734d506f,Ultimate 12 September Shipment,,https://images.commerce7.com/bosman-family-vineyards/images/original/2-1685626406883.jpg,Bundle,,,Available,Available,,,12 bottle selection,ult12sel,,,2940.00,,,Back Order,,Not Taxable,0,Public,Ultimate 12 September Shipment,,ultimate-12-selection,2023-06-01 15:34:03,2023-08-28 15:12:20
45f41b77-9c54-4638-8a70-3f23b89de87b,Bitterballen,,,General Merchandise,,,Not Available,Available,,,FOOD,BITTERBALLEN,,30.00,60.00,,,Back Order,1,General Merchandise,0,Public,Bitterballen,,bitterballen,2024-03-06 15:27:42,2024-04-02 12:05:03
46d3fc18-6548-459b-ac89-49493df52f4b,Méthode Ancestrale Weisser Riesling 2022,,https://images.commerce7.com/bosman-family-vineyards/images/original/petnat_weisser-riesling-2022-1692696403366.jpg,Wine,,"<p><span class=""TextRun SCXW147925196 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW147925196 BCX8"">Despite its recent surge in popularity, </span><span class=""NormalTextRun SCXW147925196 BCX8"">P&eacute;</span><span class=""NormalTextRun SCXW147925196 BCX8"">tillant</span><span class=""NormalTextRun SCXW147925196 BCX8""> Naturel </span><span class=""NormalTextRun SCXW147925196 BCX8"">wines are fa</span><span class=""NormalTextRun SCXW147925196 BCX8"">r from a new fad. This sparkler, </span><span class=""NormalTextRun SCXW147925196 BCX8"">dates back pre-Champagne, where the wine is bottled prior to fully completing its first fermentation, allowing carbon dioxide to be produced in the enclosed bottle by the natural sugars found in the grapes.</span></span><span class=""EOP SCXW147925196 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:240,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">Only, it isn&rsquo;t actually P&eacute;tillant Naturel this time. While the method of production is exactly the same, the wine ended up with more bubbles, and therefore is classed as a M&eacute;thode Ancestrale instead. But we&rsquo;ve got used to saying Pet Nat, so we&rsquo;ll stick to that name for now.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559740&quot;:259}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">Every vintage, winemaker Corlea Fourie designs the label herself, and so far she has featured the fields of fynbos in which the vineyards find themselves.&nbsp;</span></p>
<p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559740&quot;:259}""><span class=""TextRun SCXW254182405 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW254182405 BCX8"">This wine smells like a soft spring day in the Cape mountains. <span class=""TextRun Highlight SCXW19289707 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW19289707 BCX8"">On the palate, the wine calls to mind honeyed pears with herbal notes and a floral minerality. A luscious wine to enjoy as an aperitif on its own or paired with canapes such as smoked salmon or grilled peaches and prosciutto or perhaps a steaming bowl of creamy mussels.&nbsp;</span></span></span></span></span></p>
<p><strong><span class=""TextRun SCXW254182405 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW254182405 BCX8""><span class=""TextRun Highlight SCXW19289707 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW19289707 BCX8"">VARIETAL:&nbsp;</span></span></span></span></strong><span class=""TextRun SCXW254182405 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW254182405 BCX8""><span class=""TextRun Highlight SCXW19289707 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW19289707 BCX8"">100% Weisser Riesling&nbsp;</span></span></span></span></p>",Not Available,Available,,,750ml,METWER22,,45.00,195.00,,,Back Order,1,Wine,0,Public,Méthode Ancestrale Weisser Riesling 2022,"Despite its recent surge in popularity, P&eacute;tillant Naturel wines are far from a new fad. This sparkler, dates back pre-Champagne, where the wine is...",m-thode-ancestrale-weisser-riesling-2022-,2023-08-22 11:26:03,2023-12-21 10:47:26
474797d9-a9f9-4986-98cb-c76542b1eafd,Generation 8 Chenin Blanc 2023,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-generation-8-chenin-blanc-2023-1712232868869.webp,Wine,"The components of this wine are from different sites planted on decomposed granite in the Bovlei, parcels on schist on our farm close to Hermon and components from our Voor-Paardeberg farm. From young fruit-driven vineyards to older, more elegant ones, all are sensitively blended together for the best result.","<p><span class=""NormalTextRun SCXW33849736 BCX8"">Two components of Chenin worth noting </span><span class=""NormalTextRun SCXW33849736 BCX8"">are:</span><span class=""NormalTextRun SCXW33849736 BCX8""> Firstly, the </span><span class=""NormalTextRun SCXW33849736 BCX8"">1</span><span class=""NormalTextRun SCXW33849736 BCX8"">.7</span><span class=""NormalTextRun SCXW33849736 BCX8"">% </span><span class=""NormalTextRun SCXW33849736 BCX8"">Chenin made by drying the grapes in the sun for a week, before pressing and then fermenting. The component does add </span><span class=""NormalTextRun SCXW33849736 BCX8"">a small amount of</span><span class=""NormalTextRun SCXW33849736 BCX8""> residual sugar </span><span class=""NormalTextRun SCXW33849736 BCX8"">to</span><span class=""NormalTextRun SCXW33849736 BCX8""> the wine -</span><span class=""NormalTextRun SCXW33849736 BCX8"">but it primarily adds</span><span class=""NormalTextRun SCXW33849736 BCX8""> to the</span><span class=""NormalTextRun SCXW33849736 BCX8""> generosity of the</span><span class=""NormalTextRun SCXW33849736 BCX8""> flavour spectrum. The </span><span class=""NormalTextRun SCXW33849736 BCX8"">second notable </span><span class=""NormalTextRun SCXW33849736 BCX8"">component of </span><span class=""NormalTextRun SCXW33849736 BCX8"">3.7</span><span class=""NormalTextRun SCXW33849736 BCX8"">% </span><span class=""NormalTextRun SCXW33849736 BCX8"">skin contact adds texture and structure to the wine. Both components </span><span class=""NormalTextRun SCXW33849736 BCX8"">are </span><span class=""NormalTextRun SCXW33849736 BCX8"">u</span><span class=""NormalTextRun SCXW33849736 BCX8"">tilized</span><span class=""NormalTextRun SCXW33849736 BCX8""> to add appeal in terms of its adaptability with food and food enjoyment.</span></p>
<p><span class=""NormalTextRun SCXW33849736 BCX8""><span class=""NormalTextRun SCXW151857222 BCX8"">Pale green</span><span class=""NormalTextRun SCXW151857222 BCX8"">. <span class=""NormalTextRun SCXW154650743 BCX8"">Delicate nuances of pear and peach are balanced on the </span><span class=""NormalTextRun SCXW154650743 BCX8"">palate</span><span class=""NormalTextRun SCXW154650743 BCX8""> with a </span><span class=""NormalTextRun SCXW154650743 BCX8"">sumptuous,</span><span class=""NormalTextRun SCXW154650743 BCX8""> lingering finish. <span class=""NormalTextRun SCXW212020281 BCX8"">Medium to full-bodied style with a long, clean, crisp aftertaste</span><span class=""NormalTextRun SCXW212020281 BCX8"">.&nbsp;</span></span></span></span></p>
<p><span class=""NormalTextRun SCXW33849736 BCX8""><span class=""NormalTextRun SCXW151857222 BCX8""><span class=""NormalTextRun SCXW154650743 BCX8""><span class=""NormalTextRun SCXW212020281 BCX8""><strong><span class=""TextRun SCXW139806183 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW139806183 BCX8"">VARIETAL:</span></span></strong><span class=""TextRun SCXW139806183 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""> 92</span><span class=""TextRun SCXW139806183 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW139806183 BCX8"">% Chenin Blanc</span> 5</span><span class=""TextRun SCXW139806183 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW139806183 BCX8"">% Grenache </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW139806183 BCX8"">blanc</span></span><span class=""TrackChangeTextInsertion TrackedChange SCXW139806183 BCX8""><span class=""TextRun SCXW139806183 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW139806183 BCX8"">, 3% Viognier.</span></span></span></span></span></span></span></p>
<p><span class=""NormalTextRun SCXW33849736 BCX8""><a href=""https://bosmanwines.com/wp-content/uploads/2023/02/FactSheet_Generation8_CheninBlanc_2022.pdf"">Generation 8 Chenin Blanc 2022 Tasting Note </a></span></p>
<p>&nbsp;</p>",Available,Available,,,750ml,GENCHB23,,21.44,100.00,,,Back Order,1,Wine,0,Public,Generation 8 Chenin Blanc 2023,"Two components of Chenin worth noting are: Firstly, the 1.7% Chenin made by drying the grapes in the sun for a week, before pressing and then fermenting. The...",generation-8-chenin-blanc-2022,2023-03-28 18:03:52,2024-04-04 14:15:42
475c45a5-0148-453d-a468-636b2f93df47,ERFENIS SINGLE,,https://images.commerce7.com/bosman-family-vineyards/images/original/peartree_herwines-2211_217-1709621263761.jpg,Wine,,,Available,Available,,,750ml,ERFSINGLE,,71.58,550.00,,,Back Order,1,Wine,0,Public,ERFENIS SINGLE,,erfenis-single-,2024-03-05 08:47:10,2024-03-05 08:48:00
